Date;booking-luxury-b2b_reservations_kpi;booking-luxury-b2b_reservations_id;booking-luxury-b2b_trev_net;booking-luxury-b2b_trev_gross;booking-luxury-b2c_reservations_kpi;booking-luxury-b2c_reservations_id;booking-luxury-b2c_trev_net;booking-luxury-b2c_trev_gross;booking-rest-b2b_reservations_kpi;booking-rest-b2b_reservations_id;booking-rest-b2b_trev_net;booking-rest-b2b_trev_gross;booking-rest-b2c_reservations_kpi;booking-rest-b2c_reservations_id;booking-rest-b2c_trev_net;booking-rest-b2c_trev_gross;dir_web-luxury-b2b_reservations_kpi;dir_web-luxury-b2b_reservations_id;dir_web-luxury-b2b_trev_net;dir_web-luxury-b2b_trev_gross;dir_web-luxury-b2c_reservations_kpi;dir_web-luxury-b2c_reservations_id;dir_web-luxury-b2c_trev_net;dir_web-luxury-b2c_trev_gross;dir_web-rest-b2b_reservations_kpi;dir_web-rest-b2b_reservations_id;dir_web-rest-b2b_trev_net;dir_web-rest-b2b_trev_gross;dir_web-rest-b2c_reservations_kpi;dir_web-rest-b2c_reservations_id;dir_web-rest-b2c_trev_net;dir_web-rest-b2c_trev_gross;resto_otas-luxury-b2b_reservations_kpi;resto_otas-luxury-b2b_reservations_id;resto_otas-luxury-b2b_trev_net;resto_otas-luxury-b2b_trev_gross;resto_otas-luxury-b2c_reservations_kpi;resto_otas-luxury-b2c_reservations_id;resto_otas-luxury-b2c_trev_net;resto_otas-luxury-b2c_trev_gross;resto_otas-rest-b2b_reservations_kpi;resto_otas-rest-b2b_reservations_id;resto_otas-rest-b2b_trev_net;resto_otas-rest-b2b_trev_gross;resto_otas-rest-b2c_reservations_kpi;resto_otas-rest-b2c_reservations_id;resto_otas-rest-b2c_trev_net;resto_otas-rest-b2c_trev_gross
2022-08-22;2.0;2.0;1244.0059620000002;1487.155962;32.0;32;21259.102024033;24961.45170597;11.0;11.0;1989.113593;2166.521758;6067.575708061002;6078;991380.736448647;1172376.094981932;;;;;12.999999999999998;13;16816.732050423998;16816.732050423998;329.12857142857143;339;61937.349144137;63270.060219137;2822.318975468976;2828;646647.362743958;646736.055341958;;;;;9.0;9.0;8073.006748855;9112.152525377;197.0;198;30631.735140129;34969.658208334;1343.75;1346;263705.691204418;303978.605520953
2022-08-29;;;;;26.0;26;18425.030846915;21873.093254459;10.04910714285714;11.0;3743.344578702;3889.714572702;5874.076767676767;5893;988986.938078617;1168653.374589495;1.0;1.0;586.238532;651.376142;24.0;24;28514.193516;28514.193516;382.03809523809525;396;95955.437433674;97645.386915529;2671.3;2675;639200.829728308;639234.909615308;1.0;1.0;503.538651;594.283398;11.0;11.0;9345.598957706;10478.167787706;182.1190476190476;185;36243.657918;41481.955635;1263.8333333333333;1265;255783.213743158;295740.886864495
2022-09-05;;;;;31.0;31;23143.070392273;27135.220294105;3.6666666666666665;5.0;318.038838;342.744442;6236.140852130326;6246;1068165.226698688;1264562.369256988;1.0;1.0;0.0;0.0;18.0;18;15817.072192;15817.072192;375.8333333333333;404;81375.744774502;82771.061187502;2851.8142857142857;2861;704324.983537236;704426.157354236;5.0;5.0;1716.120287;2029.957846;6.0;6.0;4059.469568;4726.565812;172.72222222222223;174;33371.841040306;38341.042201443;1454.0666666666666;1457;293092.683185147;338042.100835854
2022-09-12;;;;;43.0;43;24266.928176605;28705.189516778;9.555555555555554;10.0;2883.260802;3096.307309;5775.435714285714;5783;1021137.180208826;1206890.855986235;;;;;11.999999999999998;12;17654.425871061;17654.425871061;456.88055555555553;469;96617.390555357;98908.791214357;2718.5333333333333;2731;661422.90841186;661516.80501686;;;;;11.0;11.0;9540.786417;10674.378819;186.0;187;33375.377263315;37977.254302378;1353.8333333333333;1355;255978.489466979;295597.228798297
2022-09-19;;;;;32.0;32;30063.245853225;33815.044769383;12.499999999999998;13.0;936.754921;981.522211;5487.587301587301;5510;916177.858652156;1082712.067709866;1.0;1.0;31.54397;31.54397;23.0;23;20751.618496311;20751.618496311;453.76666666666665;468;76318.99159273;78365.35027573;2699.2849206349206;2711;653490.780290115;653530.500382115;1.0;1.0;503.900277;593.7382749999999;7.999999999999999;8.0;8059.850735;9444.165629;166.0;167;29254.964396611;33664.839961003;1316.4333333333334;1318;247884.747403049;286960.445212138
2022-09-26;;;;;52.0;52;19971.486268603;23765.465501765;8.0;8.0;211.43461700000003;222.739616;5830.238888888889;5840;942273.689920065;1112614.51671841;;;;;16.999999999999996;17;15610.28301084;15610.28301084;371.9863858363858;390;79065.274601653;80143.395898653;2428.083333333333;2431;600127.247010969;600135.257919969;;;;;8.0;8.0;3372.3346440000005;3763.483931;193.16666666666663;194;31625.375547831;36573.775818091;1258.5;1259;234409.839977472;270172.238781889
2022-10-03;;;;;48.0;48;27763.656791735;32845.946922431;6.5;7.0;2100.23668;2177.535745;5338.133333333333;5353;895881.533066302;1058284.7477026691;;;;;24.0;24;14565.167339;14656.910459;328.6369047619048;373;62436.747322786;63593.514690786;2503.2285714285717;2514;578814.446429866;578814.446429866;1.0;1.0;135.60415;162.264149;15.999999999999998;16.0;9809.126480245;10950.890067245;188.8095238095238;190;29016.90560752;33404.169792861;1260.5;1261;239143.056316701;275423.880176084
2022-10-10;;;;;54.0;54;30485.182944187;35775.332021864;29.999999999999996;30.0;2726.89585;2999.380511;6112.523809523809;6125;1025883.468997766;1210768.463245907;;;;;34.0;34;43849.120295726;43849.120295726;400.40811688311686;428;101884.577380884;102200.388391884;3153.161111111111;3159;676994.478111335;677184.586011335;;;;;12.0;12.0;8921.530063574;9668.792104574;235.5;239;44172.140645767;50298.685364987;1518.0238095238094;1520;272979.068559663;315164.958947275
2022-10-17;;;;;61.0;61;25067.208333202;29507.558041744;10.333333333333332;11.0;1501.283485;1659.769299;5633.211904761904;5655;918720.813084088;1083790.561789848;;;;;25.0;25;30541.95668982;30541.95668982;392.4242063492063;430;89872.531710475;90369.056278475;2764.288095238095;2777;649372.335518742;649579.350950742;;;;;14.0;14.0;6856.691810891;7675.980640716;217.88888888888889;219;29980.896714353;33782.039773203;1370.25;1372;235343.399394044;271380.988406984
2022-10-24;;;;;44.0;44;21716.105651353;26043.80841706;30.066666666666663;32.0;4479.929157;4963.090091;8607.668686868687;8620;1231334.612721189;1452186.293535425;;;;;31.0;31;19640.478264104;19640.478264104;412.5597402597402;432;80092.629648063;80577.803855063;3376.642857142857;3381;673584.758629345;674052.898794345;;;;;20.0;20.0;13640.08219004;15356.294905823;212.25;213;30936.678764374;34993.037977966;1639.6153846153843;1645;283080.964343468;325232.22125032
